long,lat,name,cbg,cb,down_stream,up_stream
-121.70646079107698,38.555098772492094,['O17-073-1'],061130106052,061130106052000,"[(-121.70584951783914, 38.5544453688402)]",[]
-121.70828106357128,38.554571077585045,['O17-071-1'],061130106052,061130106052000,"[(-121.70807998716342, 38.55400611442913)]",[]
-121.7085712213021,38.55571774687106,['O17-052-1'],061130106051,061130106051015,"[(-121.708482240108, 38.55521973871577)]",[]
-121.70699991869725,38.54712259376865,['P17-007-1'],061130106072,061130106072001,"[(-121.70794683042912, 38.547263419757186)]",[]
-121.7109688944061,38.54686518513276,['P17-003-1'],061130106072,061130106072001,"[(-121.71019772290043, 38.5470257429152)]",[]
-121.71101558461496,38.546858472661846,['P17-002-1'],061130106072,061130106072001,"[(-121.71178649168928, 38.54682439225587)]",[]
-121.70670633378542,38.54866827127679,['P17-043-1'],061130106071,061130106071007,"[(-121.7065969253958, 38.54837076972997)]",[]
-121.70674334911968,38.54876058373813,['P17-042-1'],061130106071,061130106071007,"[(-121.70678798832928, 38.548943262820245)]",[]
-121.7065116972368,38.54814843005353,['P17-044-1'],061130106071,061130106071007,"[(-121.7065969253958, 38.54837076972997)]",[]
-121.70497981678989,38.56140727508809,['N17-047-1'],061130106051,061130106051004,"[(-121.70434881620572, 38.56132130789992)]",[]
-121.70525267359974,38.560354580081544,['O17-021-1'],061130106051,061130106051004,"[(-121.70444678284449, 38.56029544577051)]",[]
-121.70385592370673,38.56033949424512,['O17-023-1'],061130106051,061130106051001,"[(-121.70444678284449, 38.56029544577051)]",[]
-121.70799722994256,38.559954027279765,['O17-085-1'],061130106051,061130106051004,"[(-121.70740547273046, 38.559431994794515)]",[]
-121.70408237854389,38.55944584441337,['O17-027-1'],061130106051,061130106051001,"[(-121.70468820196407, 38.55943420314685)]",[]
-121.71172085131118,38.56179496705551,['N17-045-1'],061130106051,061130106051012,"[(-121.7117337362046, 38.56120088318341)]",[]
-121.70853418122482,38.55576230758385,['O17-080-1'],061130106051,061130106051015,"[(-121.70833670356889, 38.55583933536626)]",[]
-121.70773749471775,38.5561958464886,['O17-079-1'],061130106051,061130106051015,"[(-121.70740896119372, 38.556373161424965)]",[]
-121.70296491139365,38.5568332356969,['O18-052-1'],061130106052,061130106052003,"[(-121.7020807195925, 38.55681486516004)]",[]
-121.70418046089972,38.558539574037695,['O17-030-1'],061130106051,061130106051001,"[(-121.70491212714266, 38.55850719480781)]",[]
-121.70319002015968,38.558908631393514,['O17-077-1'],061130106051,061130106051007,"[(-121.7035851868684, 38.558910308617584)]",[]
-121.70331582584961,38.55833541426625,['O17-078-1'],061130106051,061130106051007,"[(-121.70360607997581, 38.55833665082817)]",[]
-121.71223505196102,38.55759850745577,['O17-084-1'],061130106051,061130106051008,"[(-121.71151507625537, 38.55765745187799)]",[]
-121.70704006900827,38.54638550222944,['P17-016-1'],061130106072,061130106072001,"[(-121.70800018664308, 38.5464014333031)]",[]
-121.7033582712892,38.54801373442296,['P18-010-1'],061130106071,061130106071007,"[(-121.70321935579824, 38.54806780356803)]",[]
-121.7117729883666,38.55994960268915,['O17-082-1'],061130106051,061130106051009,"[(-121.71175564105289, 38.5604697995107)]",[]
-121.7037176547783,38.56130939268353,['N17-044-1'],061130106051,061130106051001,"[(-121.70434881620572, 38.56132130789992)]",[]
-121.70361994347542,38.564023057419455,['N17-042-1'],061130106051,061130106051001,"[(-121.70431921738228, 38.564018992932176)]",[]
-121.69012360984608,38.54888226341496,['P19-053-1'],061130104013,061130104013009,"[(-121.68947688884332, 38.5491306522512)]","[(-121.69114323549142, 38.54873786598938)]"
-121.69170842088525,38.54874139678328,['P19-052-1'],061130104013,061130104013005,"[(-121.69114323549142, 38.54873786598938)]",[]
-121.6836051377106,38.5502392853066,['P20-005-1'],061130104014,061130104014011,"[(-121.68360295780664, 38.55043836625371)]",[]
-121.68171837528294,38.54921054226876,['P20-013-1'],061130104014,061130104014035,"[(-121.68171512247739, 38.54957845407346)]",[]
-121.68171715143708,38.550042790778086,['P20-011-1'],061130104014,061130104014034,"[(-121.68171512247739, 38.54957845407346)]",[]
-121.68171624183336,38.550245956997706,['P20-008-1'],061130104014,061130104014034,"[(-121.68171516383669, 38.550501382967596)]",[]
-121.68384407826693,38.55230760778836,['P20-002-1'],061130104014,061130104014011,"[(-121.68473345076949, 38.55230484973129)]",[]
-121.68361043734117,38.54902260235492,['P20-014-1'],061130104013,061130104013008,"[(-121.68359888113142, 38.548652660619396)]",[]
-121.6772766462349,38.55109513551231,['P20-054-1'],061130104014,061130104014011,"[(-121.67731902343377, 38.55042385178331)]",[]
-121.6773491407818,38.54976177934601,['P20-058-1'],061130104014,061130104014011,"[(-121.67731902343377, 38.55042385178331)]",[]
-121.68463342473619,38.54581951558782,['Q20-042-1'],061130104012,061130104012003,"[(-121.68514366439283, 38.545616097001094)]",[]
-121.68575621954412,38.54536514498164,['Q19-033-1'],061130104012,061130104012003,"[(-121.68514366439283, 38.545616097001094)]",[]
-121.68559917849626,38.55451438711145,['O19-004-1'],061130104014,061130104014011,"[(-121.68604237105497, 38.55441330775777)]",[]
-121.68171207319708,38.55062241018787,['P20-044-1'],061130104014,061130104014034,"[(-121.68170560242562, 38.551299019644155)]",[]
-121.76756890911014,38.58293329084682,['L10-007-1'],061130105052,061130105052025,"[(-121.76752477090294, 38.58289738603422)]","[(-121.77027774906728, 38.58295036048818)]"
-121.76752477090294,38.58289738603422,['L10-008-1'],061130105052,061130105052027,"[(-121.76753533614051, 38.58252638760249)]","[(-121.76756890911014, 38.58293329084682)]"
-121.76753533614051,38.58252638760249,['L10-009-1'],061130105052,061130105052027,"[(-121.76772148060479, 38.58028448364088)]","[(-121.76752477090294, 38.58289738603422)]"
-121.76772148060479,38.58028448364088,['L10-010-1'],061130105052,061130105052027,"[(-121.76772699969345, 38.58021872482511)]","[(-121.76753533614051, 38.58252638760249)]"
-121.76772699969345,38.58021872482511,['L10-011-1'],061130105052,061130105052027,"[(-121.7679403370534, 38.57793578391322)]","[(-121.76772148060479, 38.58028448364088)]"
-121.7679403370534,38.57793578391322,['L10-012-1'],061130105052,061130105052027,"[(-121.76796809951914, 38.57754533906789)]","[(-121.76772699969345, 38.58021872482511)]"
-121.76796809951914,38.57754533906789,['L10-013-1'],061130105052,061130105052027,"[(-121.7679732754218, 38.57747956170175)]","[(-121.7679403370534, 38.57793578391322)]"
-121.7679732754218,38.57747956170175,['L10-014-1'],061130105052,061130105052027,"[(-121.76803496794375, 38.57473380053636)]","[(-121.76796809951914, 38.57754533906789)]"
-121.76803496794375,38.57473380053636,['M10-001-1'],061130105052,061130105052027,"[(-121.76803598322581, 38.57466790361868)]","[(-121.7679732754218, 38.57747956170175)]"
-121.7680772532514,38.57198815685483,['M10-003-1'],061130105051,061130105051017,"[(-121.76807844858428, 38.57192226166756)]","[(-121.76803598322581, 38.57466790361868)]"
-121.76812704317572,38.569241370675364,['M10-005-1'],061130105051,061130105051017,"[(-121.76812792014827, 38.569175470728325)]","[(-121.76807844858428, 38.57192226166756)]"
-121.7681631815851,38.56652540451418,['N10-005-1'],061130105051,061130105051018,"[(-121.76816406023067, 38.56645950731356)]","[(-121.76812792014827, 38.569175470728325)]"
-121.77027774906728,38.58295036048818,['L10-006-1'],061130105052,061130105052025,"[(-121.76756890911014, 38.58293329084682)]","[(-121.77039697545368, 38.58295117912055)]"
-121.77039697545368,38.58295117912055,['L10-005-1'],061130105052,061130105052025,"[(-121.77027774906728, 38.58295036048818)]","[(-121.77232623084898, 38.58358811465297)]"
-121.77174298770741,38.58939758985127,['K10-005-1'],061130105052,061130105052025,"[(-121.77258720771802, 38.58928159179651)]",[]
-121.77327073244636,38.589392843864665,['K10-001-1'],061130105052,061130105052025,"[(-121.77267897501757, 38.58928252299758)]",[]
-121.77258720771802,38.58928159179651,['K10-004-1'],061130105052,061130105052025,"[(-121.77263297329671, 38.58928205511486), (-121.77263297973506, 38.58928168168468)]","[(-121.77174298770741, 38.58939758985127)]"
-121.77267897501757,38.58928252299758,['K10-002-1'],061130105052,061130105052025,"[(-121.77263297329671, 38.58928205511486), (-121.77263297973506, 38.58928168168468)]","[(-121.77327073244636, 38.589392843864665)]"
-121.77263297973506,38.58928168168468,['K10-003-1'],061130105052,061130105052025,"[(-121.77266071387895, 38.588083921084994)]","[(-121.77267897501757, 38.58928252299758), (-121.77258720771802, 38.58928159179651)]"
-121.77408799733325,38.587973188033914,['K10-006-1'],061130105052,061130105052025,"[(-121.77270347950923, 38.588048444226914)]",[]
-121.7726623432707,38.58801176744447,['K10-009-1'],061130105052,061130105052025,"[(-121.77238843276119, 38.58662230897872)]","[(-121.77266071387895, 38.588083921084994), (-121.77270347950923, 38.588048444226914)]"
-121.77266071387895,38.588083921084994,['K10-008-1'],061130105052,061130105052025,"[(-121.7726623432707, 38.58801176744447)]","[(-121.77263297973506, 38.58928168168468)]"
-121.77270347950923,38.588048444226914,['K10-007-1'],061130105052,061130105052025,"[(-121.77266150408555, 38.58804784421667), (-121.7726623432707, 38.58801176744447)]","[(-121.77408799733325, 38.587973188033914)]"
-121.77152158817819,38.586652970387654,['K10-015-1'],061130105052,061130105052025,"[(-121.7723460625114, 38.58659879626059)]","[(-121.76996362767363, 38.58654874298398)]"
-121.76996362767363,38.58654874298398,['K10-016-1'],061130105052,061130105052025,"[(-121.77152158817819, 38.586652970387654)]",[]
-121.7741861314539,38.58668192363882,['K10-010-1'],061130105052,061130105052025,"[(-121.77243428967603, 38.58658702913754)]",[]
-121.7723460625114,38.58659879626059,['K10-014-1'],061130105052,061130105052025,"[(-121.77238881429697, 38.586586614361046), (-121.77238934276737, 38.58655092003213)]","[(-121.77152158817819, 38.586652970387654)]"
-121.77243428967603,38.58658702913754,['K10-011-1'],061130105052,061130105052025,"[(-121.77238881429697, 38.586586614361046), (-121.77238934276737, 38.58655092003213)]","[(-121.7741861314539, 38.58668192363882)]"
-121.77238934276737,38.58655092003213,['K10-012-1'],061130105052,061130105052025,"[(-121.77240478482143, 38.585313119206965)]","[(-121.77238843276119, 38.58662230897872), (-121.77243428967603, 38.58658702913754), (-121.7723460625114, 38.58659879626059)]"
-121.77238843276119,38.58662230897872,['K10-013-1'],061130105052,061130105052025,"[(-121.77238934276737, 38.58655092003213)]","[(-121.7726623432707, 38.58801176744447)]"
-121.77400259103256,38.585318681869865,['K10-017-1'],061130105052,061130105052025,"[(-121.77245070756622, 38.585277773587705)]",[]
-121.77240567555346,38.5852417302205,['K10-019-1'],061130105052,061130105052025,"[(-121.77232546424818, 38.58365950388543)]","[(-121.77240522931308, 38.585277424712004), (-121.77245070756622, 38.585277773587705), (-121.77240478482143, 38.585313119206965)]"
-121.77240478482143,38.585313119206965,['K10-020-1'],061130105052,061130105052025,"[(-121.77240522931308, 38.585277424712004), (-121.77240567555346, 38.5852417302205)]","[(-121.77238934276737, 38.58655092003213)]"
-121.77245070756622,38.585277773587705,['K10-018-1'],061130105052,061130105052025,"[(-121.77240522931308, 38.585277424712004), (-121.77240567555346, 38.5852417302205)]","[(-121.77400259103256, 38.585318681869865)]"
-121.77232623084898,38.58358811465297,['K10-022-1'],061130105052,061130105052025,"[(-121.77039697545368, 38.58295117912055)]","[(-121.77232584754879, 38.583623809269184), (-121.77237132490498, 38.58362410875014), (-121.77232546424818, 38.58365950388543)]"
-121.77232546424818,38.58365950388543,['K10-023-1'],061130105052,061130105052025,"[(-121.77232584754879, 38.583623809269184), (-121.77232623084898, 38.58358811465297)]","[(-121.77240567555346, 38.5852417302205)]"
-121.77237132490498,38.58362410875014,['K10-021-1'],061130105052,061130105052025,"[(-121.77232584754879, 38.583623809269184), (-121.77232623084898, 38.58358811465297)]","[(-121.77341579125084, 38.583005417245346)]"
-121.77341579125084,38.583005417245346,['L10-004-1'],061130105052,061130105052025,"[(-121.77237132490498, 38.58362410875014)]","[(-121.77344931138728, 38.58297090505397)]"
-121.77344931138728,38.58297090505397,['L10-003-1'],061130105052,061130105052025,"[(-121.77341579125084, 38.583005417245346)]","[(-121.77646072857203, 38.58299583426665)]"
-121.77646072857203,38.58299583426665,['L10-002-1'],061130105052,061130105052025,"[(-121.77344931138728, 38.58297090505397)]","[(-121.77658525846097, 38.58302626721088)]"
-121.77658525846097,38.58302626721088,['L10-001-1'],061130105052,061130105052025,"[(-121.77646072857203, 38.58299583426665)]","[(-121.7765598185022, 38.58534097037184)]"
-121.7765598185022,38.58534097037184,['K09-022-1'],061130105052,061130105052025,"[(-121.77658525846097, 38.58302626721088)]","[(-121.77659552709616, 38.58542912784195)]"
-121.77659552709616,38.58542912784195,['K09-021-1'],061130105052,061130105052025,"[(-121.7765598185022, 38.58534097037184)]","[(-121.77819876681805, 38.585619372310944)]"
-121.77819876681805,38.585619372310944,['K09-020-1'],061130105052,061130105052025,"[(-121.77659552709616, 38.58542912784195)]","[(-121.77956810778421, 38.585633553141825)]"
-121.78049428074789,38.58570899626217,['K09-016-1'],061130105052,061130105052025,"[(-121.7796809919224, 38.585634584904916)]",[]
-121.7796809919224,38.585634584904916,['K09-018-1'],061130105052,061130105052025,"[(-121.77962346638053, 38.585634298317196)]","[(-121.78049428074789, 38.58570899626217)]"
-121.77956810778421,38.585633553141825,['K09-019-1'],061130105052,061130105052025,"[(-121.77819876681805, 38.585619372310944)]","[(-121.77962346638053, 38.585634298317196)]"
-121.7796233323972,38.58567823113155,['K09-017-1'],061130105052,061130105052025,"[(-121.77962346638053, 38.585634298317196)]","[(-121.77961877353364, 38.58687352621695)]"
-121.77758648973754,38.58677260825249,['K09-015-1'],061130105052,061130105052025,"[(-121.77957580795349, 38.58690599161335)]",[]
-121.7805770250966,38.586836786811645,['K09-010-1'],061130105052,061130105052025,"[(-121.77965975975142, 38.58690704794151)]",[]
-121.77957580795349,38.58690599161335,['K09-014-1'],061130105052,061130105052025,"[(-121.77961778663503, 38.58690646830466), (-121.77961877353364, 38.58687352621695)]","[(-121.77758648973754, 38.58677260825249)]"
-121.77961877353364,38.58687352621695,['K09-012-1'],061130105052,061130105052025,"[(-121.7796233323972, 38.58567823113155)]","[(-121.77961778663503, 38.58690646830466), (-121.77965975975142, 38.58690704794151), (-121.77961679624133, 38.58693940901274), (-121.77957580795349, 38.58690599161335)]"
-121.77965975975142,38.58690704794151,['K09-011-1'],061130105052,061130105052025,"[(-121.77961778663503, 38.58690646830466), (-121.77961877353364, 38.58687352621695)]","[(-121.7805770250966, 38.586836786811645)]"
-121.77961679624133,38.58693940901274,['K09-013-1'],061130105052,061130105052025,"[(-121.77961778663503, 38.58690646830466), (-121.77961877353364, 38.58687352621695)]","[(-121.77958081765738, 38.58814288196638)]"
-121.77754790756846,38.58804610577134,['K09-009-1'],061130105052,061130105052025,"[(-121.77953768739559, 38.58817574107277)]",[]
-121.78054610583854,38.58810339654866,['K09-005-1'],061130105052,061130105052025,"[(-121.77962163174168, 38.58817686194021)]",[]
-121.77958081765738,38.58814288196638,['K09-007-1'],061130105052,061130105052025,"[(-121.77961679624133, 38.58693940901274)]","[(-121.77957922861948, 38.588208769617864), (-121.77962163174168, 38.58817686194021), (-121.77953768739559, 38.58817574107277)]"
-121.77953768739559,38.58817574107277,['K09-008-1'],061130105052,061130105052025,"[(-121.77957966979962, 38.58817582100064), (-121.77958081765738, 38.58814288196638)]","[(-121.77754790756846, 38.58804610577134)]"
-121.77962163174168,38.58817686194021,['K09-006-1'],061130105052,061130105052025,"[(-121.77957966979962, 38.58817582100064), (-121.77958081765738, 38.58814288196638)]","[(-121.78054610583854, 38.58810339654866)]"
-121.77957922861948,38.588208769617864,['K09-004-1'],061130105052,061130105052025,"[(-121.77958081765738, 38.58814288196638)]","[(-121.77955405881683, 38.58932586054259)]"
-121.77955405881683,38.58932586054259,['K09-003-1'],061130105052,061130105052025,"[(-121.77957922861948, 38.588208769617864)]","[(-121.77968797666388, 38.58945958824988)]"
-121.77968797666388,38.58945958824988,['K09-002-1'],061130105052,061130105052025,"[(-121.77955405881683, 38.58932586054259)]","[(-121.78047892935871, 38.58940240368906)]"
-121.78047892935871,38.58940240368906,['K09-001-1'],061130105052,061130105052025,"[(-121.77968797666388, 38.58945958824988)]",[]
-121.76240949461558,38.55378095640495,['P11-006-1'],061130107032,061130107032006,"[(-121.76244845470863, 38.55404313441677)]",[]
-121.71638849369677,38.5470716196682,['P16-001-1'],061130106081,061130106081002,"[(-121.71633024218693, 38.546879168490214)]",[]
-121.71893979623422,38.55322122438025,['P16-038-1'],061130106102,061130106102004,"[(-121.71947790331977, 38.553315510559656)]",[]
-121.72874415779908,38.54885339202843,['P15-034-1'],061130106023,061130106023004,"[(-121.72923624967702, 38.548863427457555)]",[]
-121.72319572400856,38.55333494916211,['P15-007-1'],061130106102,061130106102011,"[(-121.72325565105014, 38.553232672831584)]","[(-121.72295747503517, 38.55374155340131)]"
-121.72325565105014,38.553232672831584,['P15-008-1'],061130106102,061130106102012,"[(-121.72347782028945, 38.55285350787321)]","[(-121.72319572400856, 38.55333494916211)]"
-121.73057782680901,38.55051446321648,['P15-047-1'],061130106023,061130106023005,"[(-121.73033496287279, 38.55050745153125)]",[]
-121.71790121923581,38.55413486181924,['O16-082-1'],061130106102,061130106102008,"[(-121.71717401319572, 38.55412279391849)]",[]
-121.71282966429584,38.55721663615207,['O16-042-1'],061130106091,061130106091000,"[(-121.71314424498121, 38.55722430713117)]",[]
-121.72177870882648,38.5581800490356,['O16-015-1'],061130106092,061130106092000,"[(-121.72182475082248, 38.55849375071231)]",[]
-121.71941831387653,38.55530004735523,['O16-087-1'],061130106102,061130106102001,"[(-121.71940713257437, 38.555741555545666)]",[]
-121.71942679320009,38.55513036936378,['O16-088-1'],061130106102,061130106102001,"[(-121.71943014238852, 38.55502920034764)]",[]
-121.72364258469669,38.55836862634141,['O15-034-1'],061130106092,061130106092010,"[(-121.72369245261906, 38.55769778128901)]",[]
-121.72374123585263,38.55900506001587,['O15-027-1'],061130106092,061130106092010,"[(-121.72386578063424, 38.55985686205625)]",[]
-121.72670114447119,38.559552197671074,['O15-011-1'],061130106092,061130106092011,"[(-121.72635744168122, 38.55930519842992)]",[]
-121.73056305312734,38.55383708740388,['O15-082-1'],061130106111,061130106111009,"[(-121.73038671696098, 38.55382854747757)]",[]
-121.72855995715784,38.55566923795538,['O15-065-1'],061130106111,061130106111006,"[(-121.72853294392867, 38.55550585484521)]",[]
-121.71715696516799,38.55481598449672,['O16-086-1'],061130106102,061130106102006,"[(-121.71717401319572, 38.55412279391849)]",[]
-121.719438490089,38.55464483176799,['O16-083-1'],061130106102,061130106102001,"[(-121.71943014238852, 38.55502920034764)]",[]
-121.71866876127389,38.555765938425566,['O16-084-1'],061130106102,061130106102001,"[(-121.71940713257437, 38.555741555545666)]",[]
-121.71919245686475,38.55399760918892,['O16-089-1'],061130106102,061130106102004,"[(-121.71869348710058, 38.55399164838219)]",[]
-121.72733759121394,38.557567767373925,['O15-039-1'],061130106092,061130106092011,"[(-121.72700892785713, 38.5575867686519)]",[]
-121.72199007331389,38.55961745934215,['O15-028-1'],061130106092,061130106092009,"[(-121.7219390679934, 38.55927264839994)]",[]
-121.71835525589007,38.55579476309386,['O16-085-1'],061130106102,061130106102001,"[(-121.71767753072841, 38.55578049576233)]",[]
-121.78189505458546,38.559242981180695,['O09-034-1'],061130105111,061130105111000,"[(-121.78170384026761, 38.55941435088227)]",[]
-121.72858281282593,38.556145161554404,['O15-058-1'],061130106111,061130106111006,"[(-121.72864701691842, 38.556316376688095)]",[]
-121.72862005775063,38.55649360028745,['O15-056-1'],061130106111,061130106111006,"[(-121.72864701691842, 38.556316376688095)]",[]
-121.73225522541325,38.554588522116944,['O14-117-1'],061130106111,061130106111013,"[(-121.73266477681202, 38.55446857342207)]",[]
-121.71710476754775,38.56841553267878,['M16-027-1'],061130105053,061130105053008,"[(-121.7168026236259, 38.56824923067757)]",[]
-121.71495129139674,38.57046492137955,['M16-034-1'],061130105053,061130105053008,"[(-121.71516091547548, 38.57073641601441)]",[]
-121.71839784816372,38.56836460083599,['M16-035-1'],061130105053,061130105053011,"[(-121.71823943921187, 38.56830472662294)]",[]
-121.78712846143739,38.55176688138798,['P08-022-1'],061130105132,061130105132000,"[(-121.78745301839369, 38.55171844981748)]","[(-121.78716760156867, 38.55195479651731), (-121.78709489576177, 38.5513725408448)]"
-121.78716760156867,38.55195479651731,['P08-021-1'],061130105132,061130105132000,"[(-121.78712846143739, 38.55176688138798)]",[]
-121.78709489576177,38.5513725408448,['P08-023-1'],061130105132,061130105132000,"[(-121.78712846143739, 38.55176688138798)]",[]
-121.78709950695097,38.55115897432296,['P08-025-1'],061130105132,061130105132000,"[(-121.78743639692497, 38.55100571591152)]","[(-121.78726450934242, 38.550479202569576)]"
-121.78726450934242,38.550479202569576,['P08-026-1'],061130105132,061130105132000,"[(-121.78709950695097, 38.55115897432296)]",[]
-121.71670661894008,38.56585580579786,['N16-061-1'],061130105053,061130105053005,"[(-121.71628334429438, 38.56606356799972)]",[]
-121.71557527466578,38.56446244127925,['N16-068-1'],061130105053,061130105053001,"[(-121.71564515452137, 38.56514912042689)]",[]
-121.72263096632511,38.567674967751486,['N15-089-1'],061130105053,061130105053004,"[(-121.72214424905079, 38.56762268949684)]",[]
-121.72593856501528,38.56344245845442,['N15-039-1'],061130105054,061130105054003,"[(-121.72602881335695, 38.564057909286326)]",[]
-121.72809890065469,38.564058305141934,['N15-025-1'],061130105054,061130105054003,"[(-121.72838936977043, 38.56409605000173)]",[]
-121.72689330399868,38.56785572375364,['N15-092-1'],061130105054,061130105054000,"[(-121.72640864809267, 38.56738743854452)]",[]
-121.72399302093929,38.565369006707826,['N15-094-1'],061130105054,061130105054000,"[(-121.72440841821235, 38.56522345285059)]",[]
-121.72521713865581,38.563102962895776,['N15-041-1'],061130105054,061130105054000,"[(-121.72529788014478, 38.56338311224215)]",[]
-121.7231603452108,38.56173039895973,['N15-061-1'],061130106092,061130106092006,"[(-121.72320903361864, 38.56207807601406)]",[]
-121.76952746509293,38.55556089702547,['O10-069-1'],061130105121,061130105121007,"[(-121.76950637698874, 38.55490364332653)]",[]
-121.7694956163073,38.55459963513758,['O10-074-1'],061130105121,061130105121005,"[(-121.76950637698874, 38.55490364332653)]",[]
-121.71745751967748,38.566734168174044,['N16-056-1'],061130105053,061130105053002,"[(-121.71735525785842, 38.5662763649911)]",[]
-121.76925673003393,38.55418007774404,['O10-079-1'],061130105121,061130105121003,"[(-121.76855634498952, 38.55418014553362)]",[]
-121.71746856940995,38.56682883838203,['N16-055-1'],061130105053,061130105053002,"[(-121.71742258491263, 38.56733199491507)]",[]
-121.72017211958163,38.561601762926884,['N16-014-1'],061130106092,061130106092000,"[(-121.7198448360632, 38.56163017944189)]",[]
-121.74189197265879,38.54133371930523,['Q13-038-1'],061130105012,061130105012015,"[(-121.74224565201771, 38.54127487207373)]",[]
-121.77532910874318,38.55564041160008,['O10-080-1'],061130105112,061130105112000,"[(-121.7753290786131, 38.55593765293293)]",[]
-121.77334001971032,38.556144933257045,['O10-062-1'],061130105112,061130105112002,"[(-121.77333933892439, 38.55683377361981)]",[]
-121.7437438005334,38.541008598192626,['Q13-039-1'],061130105012,061130105012015,"[(-121.74333241740696, 38.54108029368052)]",[]
-121.74315444084891,38.54045314269036,['Q13-040-1'],061130105012,061130105012015,"[(-121.74333241740696, 38.54108029368052)]",[]
-121.71681020688281,38.565842152620775,['N16-060-1'],061130105053,061130105053005,"[(-121.71735524250866, 38.56589530283391)]",[]
-121.78464687246938,38.551119837905404,['P09-015-1'],061130105131,061130105131001,"[(-121.7851709038082, 38.551122220519325)]","[(-121.78421582934882, 38.55112052464223)]"
-121.72970394560626,38.56867651137873,['M15-012-1'],061130105054,061130105054000,"[(-121.72968504688012, 38.56818247298525)]",[]
-121.73858954434046,38.54503058308528,['Q14-007-1'],061130107014,061130107014025,"[(-121.73925040299032, 38.54491591260849)]",[]
-121.73133256692903,38.54233184645785,['Q15-032-1'],061130106084,061130106084002,"[(-121.73135011816812, 38.541436940796366)]",[]
-121.73475527762895,38.54991195988269,['P14-069-1'],061130106022,061130106022000,"[(-121.73466441739768, 38.55019898590074)]",[]
-121.76964692491785,38.56184341723131,['N10-013-1'],061130105051,061130105051018,"[(-121.7691980899814, 38.56242712617027)]",[]
-121.76144173788907,38.55325316042055,['P11-008-1'],061130107032,061130107032006,"[(-121.7618085707136, 38.55325318696112)]",[]
-121.76272961035248,38.55251151523103,['P11-020-1'],061130107032,061130107032016,"[(-121.7629922360421, 38.552515812516056)]",[]
-121.76162140798327,38.55162780360173,['P11-040-1'],061130107032,061130107032006,"[(-121.7618681983541, 38.55160654900748)]",[]
-121.76878161937938,38.55330770288208,['P10-013-1'],061130105121,061130105121000,"[(-121.76891729055988, 38.55342577866847)]",[]
-121.7627023845011,38.55326700212462,['P11-005-1'],061130107032,061130107032015,"[(-121.76298539675855, 38.55326109212731)]",[]
-121.7649841522622,38.55281576795361,['P11-016-1'],061130107032,061130107032015,"[(-121.76499220926735, 38.55254649065055)]",[]
-121.76630620290395,38.54978152763685,['P11-043-1'],061130107034,061130107034003,"[(-121.76588751033216, 38.549837230548576)]",[]
-121.76397334580106,38.55053398481018,['P11-056-1'],061130107034,061130107034002,"[(-121.76427796030187, 38.55077260838938)]",[]
-121.75750203737915,38.55417836614205,['O12-062-1'],061130107041,061130107041010,"[(-121.75749724973853, 38.55377047378415)]",[]
-121.76053921164457,38.55314829759093,['P11-011-1'],061130107032,061130107032006,"[(-121.76089225622925, 38.553126832390745)]",[]
-121.7609241572162,38.55321105480664,['P11-009-1'],061130107032,061130107032006,"[(-121.76089225622925, 38.553126832390745)]",[]
-121.75991914474943,38.55317492918467,['P11-012-1'],061130107032,061130107032006,"[(-121.7590577998779, 38.55291590956458)]",[]
-121.78825770442364,38.55837364139848,['O08-061-1'],061130105081,061130105081001,"[(-121.78823526125824, 38.55834084033828)]",[]
-121.78260090608607,38.55220429250903,['P09-040-1'],061130105131,061130105131000,"[(-121.78214776057658, 38.552201976813954)]",[]
-121.7747955999583,38.55017110516548,['P10-043-1'],061130105122,061130105122004,"[(-121.77480184619893, 38.549696474001834)]",[]
-121.77092399901929,38.550576063291466,['P10-038-1'],061130105122,061130105122004,"[(-121.77137503359556, 38.55058075143084)]",[]
-121.7727015226567,38.55352712786996,['P10-007-1'],061130105122,061130105122000,"[(-121.77179734902988, 38.553516267817)]",[]
-121.78265692585552,38.55130892141378,['P09-044-1'],061130105131,061130105131000,"[(-121.78216944871643, 38.55130636420031)]",[]
-121.78140999869674,38.547574599662894,['P09-071-1'],061130105131,061130105131001,"[(-121.78099208162213, 38.54756744723273)]",[]
-121.77667672999124,38.55352637389971,['P10-002-1'],061130105122,061130105122000,"[(-121.77658440831479, 38.5535641701952)]",[]
-121.75701147588883,38.546679004241426,['P12-116-1'],061130107041,061130107041020,"[(-121.75713407201715, 38.54678811892509)]",[]
-121.75533849976027,38.54677293419464,['P12-118-1'],061130107041,061130107041014,"[(-121.7553335285159, 38.54716689804999)]",[]
-121.75512135850508,38.54716524656179,['P12-107-1'],061130107041,061130107041014,"[(-121.7553335285159, 38.54716689804999)]",[]
-121.75486999737824,38.54794289867657,['P12-095-1'],061130107041,061130107041015,"[(-121.75499456861598, 38.54809969972477)]",[]
-121.75691935631549,38.548253325591844,['P12-091-1'],061130107041,061130107041014,"[(-121.75697153879251, 38.54812982274527)]",[]
-121.75727344279842,38.54667886617215,['P12-114-1'],061130107041,061130107041020,"[(-121.75713407201715, 38.54678811892509)]",[]
-121.7545084062251,38.54715732336311,['P12-108-1'],061130107041,061130107041014,"[(-121.7534454890696, 38.54715136211601)]",[]
-121.75395339766236,38.549249145697516,['P12-078-1'],061130107041,061130107041014,"[(-121.75395574216203, 38.54902399049816)]",[]
