block_fips,pop2020
61130105082002,63
61130105081007,161
61130101043010,153
61130106101000,285
61130105101002,12
61130104011074,14
61130101051020,176
61130104021030,0
61130109021001,52
61130101021018,0
61130114001079,23
61130105101007,0
61130113021014,51
61130113011052,0
61130113031017,68
61130105081001,72
61130112082001,0
61130111022002,1368
61130113011053,13
61130102041000,140
61130103132022,131
61130103131010,16
61130108003023,22
61130105052041,52
61130110012009,102
61130114003011,15
61130112042019,60
61130108003011,34
61130104011046,7
61130104011001,0
61130115002094,0
61130112043016,86
61130102031013,71
61130114002042,32
61130114001069,35
61130115002053,83
61130115003028,25
61130115002059,11
61130102043003,0
61130102043004,0
61130112092002,37
61130110012008,102
61130106111003,142
61130107014009,31
61130107032016,82
61130101051009,72
61130114002011,0
61130105052049,60
61130115002100,0
61130114003051,26
61130112083034,0
61130115003011,36
61130101033014,94
61130106101001,26
61130109013005,62
61130103101007,43
61130115002067,5
61130108001013,66
61130104011005,0
61130112083073,0
61130102034027,0
61130106101005,75
61130109011004,172
61130115002052,8
61130106052001,101
61130109011009,77
61130109022005,138
61130101044007,45
61130101021032,0
61130106102005,52
61130113031003,46
61130113023015,39
61130112083067,0
61130109023031,9
61130106091001,262
61130103151021,0
61130114001084,0
61130114003021,0
61130110013029,118
61130115001018,13
61130112031018,64
61130115002078,0
61130103141012,78
61130105131000,388
61130114002010,0
61130104011023,25
61130112092011,84
61130102034018,48
61130115002096,16
61130114003026,0
61130114001006,3
61130106074001,45
61130112083100,0
61130112083114,0
61130110013017,87
61130111012017,108
61130101031010,405
61130102032000,169
61130103104005,78
61130115003002,48
61130114003010,19
61130109011000,181
61130112032014,41
61130112043017,81
61130115005032,0
61130113041008,63
61130112083021,10
61130113031011,15
61130103131001,0
61130112083106,24
61130109023008,73
61130112043000,76
61130104011015,33
61130112083025,0
61130106071002,0
61130102012014,40
61130107012007,56
61130107011012,96
61130112083108,9
61130108002015,0
61130114001035,0
61130106092012,211
61130112041019,107
61130115002049,1
61130101033008,0
61130105012024,0
61130109022006,102
61130109013016,11
61130114002044,54
61130115002019,21
61130104021040,85
61130103131021,74
61130112081005,0
61130111031000,44
61130109023032,12
61130115002028,0
61130112081010,82
61130115004002,54
61130114001034,0
61130115002036,0
61130114001082,0
61130109013018,54
61130110013035,54
61130101032004,113
61130109022011,56
61130105122006,68
61130101051022,0
61130115003006,68
61130112083045,0
61130114002119,0
61130101021022,6
61130111023008,33
61130108002024,0
61130113041009,50
61130115002090,9
61130115002033,0
61130106111009,172
61130106111007,119
61130101021014,0
61130104014009,0
61130114003061,21
61130114002114,27
61130105121006,49
61130107032000,92
61130101044004,47
61130103102012,278
61130104014022,0
61130107014027,10
61130112041018,31
61130109023017,95
61130108002014,11
61130108002018,299
61130104011013,23
61130115005001,12
61130112083056,0
61130115002024,0
61130114002005,0
61130115005025,0
61130112031004,102
61130112083012,0
61130103121001,47
61130106084001,16
61130114001099,0
61130106092011,232
61130113041001,139
61130114001080,14
61130112092013,169
61130109013004,125
61130115002001,6
61130102012023,30
61130112091006,70
61130114002094,24
61130102043000,0
61130113012045,18
61130103151008,168
61130109013012,49
61130105121005,76
61130103131019,54
61130112083069,0
61130104022015,95
61130105091000,346
61130107033003,68
61130107032007,35
61130103132027,86
61130101041012,80
61130113011011,1
61130103102007,51
61130109022001,94
61130114003053,0
61130106083001,106
61130113041012,42
61130112083020,19
61130105121004,194
61130105053009,64
61130102031001,0
61130102043016,64
61130109011008,51
61130114002082,27
61130106023007,20
61130105052055,0
61130115004005,56
61130115005041,0
61130102034039,0
61130102012002,39
61130108002032,15
61130102011052,18
61130112091007,121
61130111023001,58
61130111011026,0
61130114001018,0
61130104011080,0
61130106021002,233
61130105011005,175
61130114003046,0
61130101042001,430
61130115002034,0
61130103122014,138
61130105092011,75
61130101021007,0
61130110023000,42
61130111011032,42
61130102042005,97
61130112071017,38
61130106092004,110
61130113011024,9
61130105054004,86
61130115002046,0
61130101021039,0
61130106051012,40
61130106071003,228
61130112083028,0
61130103102005,146
61130109013009,160
61130108001008,80
61130106081004,137
61130104013008,130
61130104014025,1
61130106074002,93
61130103103006,135
61130104011024,126
61130104011020,7
61130115002011,34
61130103151028,95
61130114003014,14
61130103131008,133
61130114001077,0
61130110013009,41
61130101051031,0
61130102012029,119
61130102011068,52
61130103102008,103
61130111011017,64
61130114001015,55
61130101021055,0
61130112083077,0
61130107014025,2
61130110011011,0
61130101041013,64
61130112082000,217
61130112042012,31
61130109023000,89
61130114002088,2
61130101021009,0
61130114002001,12
61130114002008,12
61130115002056,3
61130110013001,0
61130110013005,0
61130103141022,66
61130101031000,79
61130107014007,65
61130105052020,12
61130114002058,0
61130102011021,27
61130102011004,13
61130106022016,61
61130105121007,109
61130102011066,51
61130103102011,163
61130105054001,24
61130112041008,37
61130105052009,39
61130104011040,14
61130105052050,123
61130106022009,141
61130113021006,34
61130106021000,876
61130102012012,46
61130112091000,0
61130104014000,0
61130111022008,132
61130108001011,22
61130105053011,162
61130103132026,83
61130102011020,24
61130106071000,0
61130113011047,13
61130112083027,0
61130112031005,91
61130107014022,0
61130103121003,38
61130114002053,0
61130103131016,53
61130114003018,8
61130101021020,9
61130115001031,7
61130105054000,887
61130114002033,12
61130115002035,1
61130102011003,34
61130101021048,173
61130108002006,38
61130107041006,71
61130105082005,37
61130111031005,48
61130111012021,36
61130108001002,52
61130103103003,82
61130112032009,125
61130105012026,0
61130115002003,16
61130101041000,75
61130101021044,83
61130112083026,0
61130114002083,19
61130107031003,165
61130102043006,63
61130102012006,38
61130105012011,0
61130112041001,68
61130108001001,391
61130105054003,100
61130104011057,35
61130106111014,90
61130113023000,80
61130115001023,5
61130101051024,0
61130106051006,109
61130113012016,0
61130112081008,49
61130109021011,489
61130110011016,53
61130102011058,14
61130102012025,38
61130112042002,85
61130111023005,723
61130108002002,20
61130107031000,631
61130114002017,0
61130110022010,36
61130114001064,11
61130111021004,141
61130104011085,0
61130106071010,221
61130114001063,13
61130104014012,21
61130109021007,86
61130115001003,1
61130114001009,16
61130102011031,0
61130101021045,108
61130102011065,15
61130106022008,126
61130107013001,50
61130115001043,0
61130104011061,17
61130110012004,382
61130105012023,0
61130109022014,166
61130108003025,116
61130112083036,7
61130115001034,24
61130114002046,20
61130113011061,0
61130113012015,14
61130103132019,158
61130114001086,5
61130113012009,8
61130101051030,421
61130102044002,70
61130112081022,106
61130114001042,0
61130112041004,61
61130106084003,0
61130114002048,0
61130102034028,0
61130107041011,60
61130115002041,0
61130113023016,55
61130105122003,78
61130113011028,2
61130112083085,7
61130112041000,237
61130102032001,462
61130105102000,1692
61130113023019,212
61130115001039,8
61130104022019,53
61130114003002,3
61130113021018,62
61130104011029,18
61130104011071,20
61130104011045,23
61130115005020,10
61130115005027,27
61130115001041,4
61130104022020,147
61130108003003,0
61130114001011,54
61130115002083,0
61130101032008,59
61130102032010,202
61130109012006,78
61130112081016,58
61130115005013,17
61130104021026,91
61130101021056,13
61130106022014,0
61130113021015,154
61130112083111,15
61130101041010,35
61130106051005,44
61130113023011,34
61130113031014,49
61130113012039,5
61130114002002,0
61130103121002,52
61130101041014,68
61130113023009,43
61130105122011,31
61130109011013,60
61130106022015,26
61130113031016,58
61130113031028,0
61130109011018,88
61130105053001,899
61130112083033,74
61130109011015,176
61130102034009,0
61130110022005,81
61130104022002,90
61130112083107,0
61130110012001,63
61130114002018,0
61130110022003,62
61130109021012,392
61130102032003,84
61130112081011,61
61130111023002,205
61130111023009,77
61130105122005,130
61130115002021,7
61130102034024,49
61130114002121,0
61130104014002,0
61130111011003,72
61130105101006,46
61130102042004,105
61130109013015,39
61130110011006,211
61130105122001,63
61130106051017,62
61130113021004,27
61130114003004,121
61130103121018,58
61130103101014,75
61130112083070,0
61130101033018,101
61130101043005,134
61130106111001,114
61130114002034,17
61130114001003,0
61130107041012,124
61130113012040,45
61130102034016,0
61130114001071,26
61130110013007,37
61130110021007,71
61130113012035,25
61130113031000,44
61130105051017,0
61130109013007,55
61130102012020,63
61130102011053,17
61130107012005,44
61130111011009,48
61130112042020,95
61130109023011,26
61130107033005,615
61130112031012,40
61130105131001,460
61130115003017,51
61130115002075,13
61130115002084,0
61130112083076,0
61130112083072,0
61130106073012,32
61130113012023,0
61130112083115,0
61130112072009,62
61130111012008,34
61130112041016,43
61130103141020,23
61130112083054,0
61130115003031,42
61130107013007,25
61130107032009,55
61130111011005,9
61130111011019,25
61130102034038,0
61130103104006,81
61130112083013,3
61130111031009,51
61130101051010,14
61130107032006,227
61130115001021,10
61130106023006,253
61130101021029,0
61130112083043,15
61130115005015,27
61130112102002,71
61130114001076,15
61130101021037,0
61130112101000,527
61130105012016,32
61130103102017,50
61130106092013,108
61130113011048,7
61130102011060,30
61130102034012,0
61130114001065,19
61130110022016,32
61130109013019,35
61130110013014,61
61130114002054,0
61130105052016,19
61130113023010,96
61130103151031,56
61130112082026,47
61130101051001,70
61130115001024,13
61130113012024,0
61130102012019,58
61130103132020,90
61130111011014,0
61130106074000,950
61130114002022,0
61130102032006,44
61130111022000,105
61130101043008,136
61130114003003,13
61130107013002,127
61130115005010,36
61130115002054,22
61130115002076,0
61130109012002,156
61130102033000,653
61130103151025,41
61130105092002,1274
61130110011004,100
61130107032013,76
61130103121000,1477
61130101021005,0
61130113023008,85
61130112101005,66
61130108002016,0
61130105051004,0
61130107032003,149
61130105051008,102
61130112031007,145
61130107014008,41
61130104021020,55
61130115004010,17
61130111023004,179
61130103123003,159
61130108002026,0
61130111012024,25
61130106092000,347
61130101021013,3
61130105052034,0
61130105052036,88
61130109022010,55
61130106073013,70
61130109023003,113
61130107041005,111
61130101021036,0
61130114001049,3
61130106074008,0
61130104013001,44
61130101021017,6
61130105102004,43
61130103151013,81
61130106051018,49
61130115004019,18
61130115003024,31
61130105051007,19
61130112081003,47
61130114003017,6
61130101043006,132
61130107013000,25
61130109013011,113
61130108002008,41
61130104011036,3
61130104011058,11
61130114002108,0
61130105122009,120
61130106024000,1052
61130114002095,0
61130113012010,6
61130104011009,16
61130106022005,55
61130105104003,230
61130102012000,30
61130103132005,81
61130103131017,92
61130112083096,0
61130113011044,0
61130110022002,46
61130112081014,29
61130104011043,42
61130106091003,50
61130107011008,33
61130107013010,30
61130103151018,0
61130115005016,83
61130114003044,9
61130113011015,8
61130108002025,3
61130112042013,88
61130102043021,67
61130112083119,46
61130114002045,25
61130112102001,166
61130114001033,12
61130110013021,91
61130112102006,64
61130112043011,62
61130105054002,274
61130103132024,83
61130105082003,21
61130115002027,9
61130107013009,36
61130113011002,11
61130102011040,0
61130115002066,0
61130111032001,331
61130114001070,24
61130112083092,0
61130112083122,114
61130106022018,0
61130102041006,105
61130109011006,121
61130104014024,3
61130108002017,127
61130103132004,259
61130110022008,33
61130112032007,48
61130104022008,59
61130104011042,5
61130115002062,7
61130104014026,0
61130106071001,0
61130110023011,106
61130105012028,8
61130112082005,228
61130105052014,12
61130106025002,134
61130105092003,76
61130115004020,20
61130112041010,104
61130101041009,87
61130101051019,20
61130115002087,18
61130106071005,57
61130114001074,0
61130113012014,89
61130112083017,0
61130108003024,221
61130106083000,153
61130104011060,0
61130113011016,7
61130106051002,59
61130111012004,39
61130103102002,62
61130114001004,25
61130114003049,0
61130112083117,15
61130110012002,45
61130107014019,0
61130106084014,9
61130105052018,6
61130113021010,7
61130102011033,39
61130103121009,39
61130108003012,23
61130108003020,0
61130110011010,102
61130110022011,27
61130113011007,0
61130105052010,5
61130107011003,56
61130105103003,501
61130115004003,50
61130111022006,142
61130113023003,73
61130101032007,76
61130107014035,28
61130115004016,19
61130106052007,4
61130114002027,0
61130107014017,0
61130114002038,8
61130105122007,55
61130114002063,0
61130101032003,82
61130107011013,139
61130104011059,0
61130106073006,0
61130112072012,14
61130113011042,11
61130107014039,40
61130112091009,103
61130103141004,41
61130104021014,1
61130112042014,35
61130114001023,0
61130115002050,34
61130104011008,59
61130102031002,26
61130112083002,7
61130101021002,3
61130105092004,89
61130109011016,94
61130113012004,0
61130106025003,89
61130109022003,143
61130112081024,37
61130113023004,37
61130107012000,678
61130102011041,45
61130102011064,42
61130103131009,87
61130107012006,115
61130112042008,106
61130114003057,0
61130112031014,52
61130110013033,64
61130114001047,46
61130114001060,1
61130113031010,21
61130113012003,17
61130112082004,56
61130104011041,6
61130104014029,18
61130104014019,12
61130114002009,3
61130115002017,14
61130103141006,80
61130111011002,11
61130102042008,85
61130105012007,37
61130115005004,0
61130101021025,0
61130107032011,47
61130103132018,95
61130105052051,0
61130111011027,0
61130105011003,55
61130108003000,31
61130112083044,12
61130105082009,51
61130112071027,28
61130102042017,42
61130103122004,56
61130106074006,54
61130115002098,4
61130115002002,82
61130103131007,52
61130112101007,150
61130105122012,41
61130114001043,0
61130114003042,24
61130110012006,312
61130104011070,19
61130101033001,134
61130115002007,0
61130106073008,0
61130106074007,28
61130113031018,59
61130106081002,1009
61130102011059,33
61130101043004,84
61130106073003,30
61130102011002,101
61130112072020,0
61130110022013,15
61130109011012,77
61130115005017,45
61130105081004,345
61130114002015,0
61130110022004,80
61130115005048,4
61130115004017,8
61130115003034,45
61130106082000,2025
61130110013023,42
61130115002039,0
61130112082023,261
61130106073004,37
61130112072000,64
61130107041014,303
61130101021019,0
61130114001026,0
61130115003012,49
61130105103002,0
61130112043006,71
61130113011057,0
61130112072006,66
61130115003022,1
61130103121005,209
61130112102015,104
61130114001046,73
61130114002118,0
61130106092002,57
61130103121012,111
61130106073002,114
61130112042017,89
61130102044005,111
61130101041001,97
61130115002065,0
61130105053007,96
61130115005049,7
61130106084009,50
61130111011010,48
61130112042015,64
61130113011023,4
61130114002031,30
61130110021003,70
61130113031005,18
61130102011025,27
61130105102001,42
61130106111005,64
61130102011035,0
61130110013025,71
61130111011025,23
61130111012015,96
61130114001020,0
61130101021059,44
61130114001097,0
61130112083097,0
61130114002065,0
61130112041015,44
61130106051022,68
61130103131003,108
61130114001022,0
61130105051016,6
61130115002086,0
61130103151007,113
61130103151029,89
61130115004004,61
61130112092008,57
61130112092006,67
61130101043011,158
61130105121003,58
61130104014034,48
61130102034030,0
61130109013006,49
61130115001000,62
61130114002093,14
61130106084013,112
61130113012017,0
61130113021012,75
61130109023021,10
61130101041002,110
61130112083052,65
61130105101004,619
61130110011001,121
61130105011015,2
61130107014000,10
61130110012000,32
61130111011023,26
61130112083041,15
61130102042003,0
61130106111013,101
61130115002071,0
61130115005026,0
61130101021052,143
61130111012023,42
61130115002044,5
61130101021046,116
61130101033009,77
61130109022013,63
61130107041001,24
61130108001012,52
61130101051025,62
61130105121002,50
61130112092010,82
61130115005028,31
61130112091001,52
61130104014036,140
61130112083081,0
61130107014032,34
61130108002000,53
61130113023001,82
61130115002008,6
61130115001013,6
61130112083062,0
61130107014026,9
61130106071006,425
61130112083120,0
61130115005052,9
61130113041022,14
61130109023009,36
61130111012022,38
61130114003007,0
61130114003055,5
61130113011059,18
61130115005044,0
61130103131002,302
61130114003071,13
61130112082020,22
61130115002013,1
61130113023013,137
61130103141001,0
61130105081003,51
61130114003048,0
61130112081002,44
61130102033001,611
61130108001000,0
61130103102004,45
61130110023014,42
61130101041005,103
61130107041019,38
61130113023002,705
61130101021016,7
61130102034032,0
61130115003025,14
61130106102008,47
61130115005000,2
61130112071014,41
61130102043019,93
61130102012013,31
61130108003015,15
61130104014006,0
61130105052052,0
61130106023002,97
61130111031003,639
61130104011010,78
61130115001016,12
61130115002026,15
61130103104007,0
61130106081007,56
61130105082006,40
61130113012013,0
61130114002107,31
61130114001061,0
61130112071030,0
61130108003019,0
61130111011018,239
61130103131006,118
61130103151023,112
61130113012011,13
61130101044005,28
61130106102013,479
61130110022014,101
61130114001048,1
61130103131020,57
61130112082016,33
61130108002020,19
61130108003007,0
61130102012001,48
61130105104000,0
61130103141014,92
61130104021007,30
61130115002092,0
61130109022015,0
61130104011073,31
61130101031002,44
61130105011002,0
61130107041017,91
61130101032002,45
61130106111000,93
61130107014011,42
61130114002023,3
61130101041004,93
61130113021003,43
61130115004008,0
61130112083048,0
61130103101016,58
61130103102006,82
61130113012028,0
61130102012028,25
61130103151020,0
61130112041002,59
61130112083080,0
61130105052029,0
61130105051001,12
61130113021016,56
61130102041003,81
61130102011045,28
61130111022007,20
61130112042009,62
61130112042018,56
61130112032013,48
61130114003059,62
61130113011035,21
61130105011004,241
61130105052040,394
61130107013013,7
61130111032002,93
61130115001040,1
61130108003016,0
61130115003015,73
61130110013024,32
61130114002035,0
61130114002052,0
61130106023001,46
61130104021019,55
61130105103004,207
61130107041018,54
61130112041007,63
61130106073009,5
61130106082002,0
61130115003027,42
61130113012005,0
61130110023017,49
61130111023007,62
61130105053006,52
61130114003009,0
61130110023003,30
61130104011048,0
61130114001055,0
61130106102007,71
61130112081013,77
61130103151012,0
61130113011045,7
61130103103009,112
61130114001030,0
61130114002086,0
61130107011006,47
61130101021033,7
61130105091003,115
61130104014030,5
61130112032005,66
61130101033013,155
61130106052008,0
61130107014003,19
61130112083098,0
61130111012014,60
61130114001037,0
61130104021012,0
61130107034004,49
61130107032008,36
61130106024001,29
61130106052009,0
61130110011002,500
61130110013015,70
61130108001009,0
61130111031008,156
61130101042003,74
61130101041015,105
61130110013034,34
61130106073011,56
61130101021042,54
61130114002067,6
61130113012029,12
61130107014033,60
61130112072004,17
61130115005043,20
61130106111012,64
61130101044001,47
61130114002016,74
61130114002092,23
61130114003005,63
61130109011007,99
61130104014018,0
61130113012019,0
61130110011014,59
61130111031004,115
61130107012002,41
61130102043010,84
61130112043018,46
61130113012027,9
61130104022013,127
61130110013026,43
61130114003064,29
61130103132015,0
61130110023018,45
61130110013018,0
61130105012000,0
61130113011017,25
61130105012021,583
61130107014036,69
61130103132001,0
61130101031012,69
61130107013005,35
61130106102004,980
61130101042002,86
61130112032003,42
61130114001019,0
61130105122013,56
61130112071016,24
61130103123000,132
61130112102012,66
61130105081005,17
61130112071026,36
61130113011008,30
61130112071023,0
61130113012030,0
61130112082013,64
61130112082008,80
61130112042000,0
61130102034040,0
61130112102014,203
61130109021002,187
61130110023008,45
61130113011038,11
61130102011018,29
61130105052002,0
61130102034043,0
61130104014015,0
61130113011054,0
61130110013006,25
61130109013026,61
61130103151022,0
61130105091004,278
61130103104001,102
61130113011010,0
61130103104004,336
61130104022014,168
61130103101012,0
61130112032010,53
61130103141007,62
61130102043017,72
61130114001000,0
61130104011035,0
61130105053005,100
61130106023003,70
61130107013017,45
61130115005005,0
61130115003019,48
61130103122007,43
61130102034004,0
61130112082006,40
61130103151004,0
61130111031011,61
61130108002004,72
61130115002037,0
61130105052048,82
61130102011024,21
61130106101013,0
61130110022015,48
61130114002069,0
61130104021034,0
61130108003005,0
61130101021028,0
61130114003001,4
61130103101002,0
61130115002022,0
61130104011091,0
61130104011077,15
61130104021039,0
61130114002120,0
61130104021036,0
61130115001032,3
61130102034042,0
61130103123004,174
61130104014007,0
61130105082004,425
61130105052028,0
61130105052001,0
61130104011050,0
61130104014003,0
61130101021062,0
61130105052024,0
61130104011082,0
61130115002015,0
61130114002073,0
61130104011088,0
61130104011000,0
61130104014027,0
61130104011047,0
61130104021000,0
61130104011051,0
61130114002003,0
61130103101000,0
61130101021000,0
61130112091014,72
61130105052008,0
61130115002085,0
61130103121014,39
61130114002000,0
61130115002074,0
61130102011000,0
61130114002106,0
61130113011032,0
61130104014028,0
61130114003074,3
61130106084002,0
61130102011029,0
61130106084007,21
61130114002089,0
61130104011090,0
61130114002072,0
61130102034037,0
61130112071024,15
61130114003008,0
61130104021035,0
61130102034041,0
61130101021011,0
61130113041013,15
61130112083018,0
61130104011081,0
61130114001062,5
61130104011086,0
61130102011042,27
61130104011017,0
61130104014016,0
61130104011021,0
61130112083019,0
61130109023020,31
61130113031033,0
61130101051029,34
61130101033007,0
61130106051004,215
61130101021031,0
61130104014014,0
61130112083010,0
61130109011003,436
61130112083001,0
61130104014032,0
61130103141000,0
61130114003000,0
61130114003073,0
61130114002090,0
61130113011030,15
61130104014017,0
61130104014020,0
61130103131000,0
61130101021012,0
61130103132000,0
61130103101004,0
61130105052027,0
61130112083003,0
61130104011026,0
61130104011007,0
61130104011065,0
61130103151001,0
61130105052023,0
61130115001009,0
61130105051018,0
61130115001006,0
61130104021010,0
61130109021010,173
61130110013010,83
61130112071018,42
61130103151003,0
61130113041020,0
61130104021028,0
61130113011033,0
61130104011063,18
61130110013011,399
61130115002068,13
61130115002091,0
61130101044000,0
61130110022007,122
61130114002105,0
61130114002004,0
61130112081025,59
61130102034019,0
61130102034020,0
61130101051032,0
61130103151002,0
61130102011056,0
61130115001007,0
61130104021011,0
61130104011006,0
61130113031032,16
61130104013009,160
61130103151000,0
61130115002088,0
61130115001008,0
61130102012031,0
61130104014004,0
61130101033000,0
61130104011087,0
61130114002070,0
61130104011031,0
61130115001001,0
61130104011002,0
61130112083024,18
61130104022007,108
61130113012022,13
61130112083083,0
61130102011057,0
61130107032010,36
61130114002112,0
61130109023014,21
61130115002055,0
61130104011049,0
61130101021061,0
61130104021033,0
61130112083016,0
