block_fips,pop2020
61130111011028,118
61130115002000,7
61130105104001,762
61130112041013,184
61130112043019,30
61130112071001,22
61130106051013,57
61130105011008,0
61130105082010,0
61130112083109,0
61130107014014,28
61130102031003,0
61130102031014,229
61130112111007,67
61130115005055,5
61130105132002,1587
61130114002068,0
61130107014021,10
61130106022012,82
61130113021007,61
61130114002111,9
61130112081019,144
61130109023010,63
61130104011016,4
61130107034003,461
61130114003031,0
61130105012004,179
61130115001036,23
61130114001027,0
61130104011019,62
61130114002007,0
61130103132014,143
61130115003010,103
61130104021002,55
61130103122012,185
61130102034002,0
61130110023007,32
61130111011030,113
61130108003010,204
61130112082002,51
61130112082019,19
61130105012002,2161
61130107013019,30
61130107014023,14
61130105082011,100
61130112101006,54
61130102011015,289
61130114001096,1
61130112031013,56
61130110022012,23
61130103131018,56
61130101021015,8
61130102034036,0
61130114003041,10
61130114002081,93
61130115005051,8
61130101021049,131
61130106081005,71
61130113041007,67
61130114002097,36
61130114002096,39
61130109013013,49
61130115001005,0
61130112082012,95
61130109013002,77
61130115001030,0
61130113011006,15
61130113031019,29
61130111011011,49
61130102034011,0
61130113012007,0
61130104011079,0
61130106022010,93
61130105052019,20
61130112042011,86
61130102043011,55
61130102012010,0
61130106111002,84
61130112042010,69
61130108003008,10
61130115002014,10
61130115001019,15
61130112083039,0
61130106101011,0
61130112032011,58
61130108002022,112
61130112071038,5
61130111021000,281
61130109023030,0
61130115004015,43
61130102011039,0
61130101021004,35
61130115005021,10
61130115003009,123
61130101021047,130
61130112083124,48
61130108002034,16
61130111011020,36
61130106111004,96
61130110023019,60
61130111023003,88
61130102032009,87
61130104011027,7
61130105092006,70
61130106023000,242
61130114001094,2
61130114001017,12
61130112102005,59
61130101051026,209
61130109012008,0
61130114003045,0
61130106071007,170
61130106101009,76
61130105052015,0
61130103141019,52
61130108002012,32
61130105082008,58
61130114001066,0
61130104021037,0
61130107014029,30
61130106102009,56
61130105052033,6
61130114003023,0
61130115005039,0
61130103132002,81
61130112043004,13
61130112081023,75
61130112081006,50
61130102011005,59
61130103121015,93
61130112092005,65
61130102011009,0
61130102012008,31
61130102011022,69
61130109023015,15
61130109023019,42
61130104021018,335
61130112031002,82
61130114001052,0
61130114003030,0
61130112072002,0
61130112082018,26
61130112081000,199
61130103132010,290
61130109023005,62
61130114002036,0
61130103141010,102
61130107034002,97
61130106022013,19
61130114001091,8
61130115002095,22
61130103131005,74
61130106073000,256
61130112083049,0
61130113011041,3
61130104021004,40
61130112083030,113
61130114002102,35
61130113011065,0
61130113031012,21
61130101021057,0
61130105052005,10
61130114003019,0
61130107013003,127
61130104011069,3
61130109023022,3
61130109021006,229
61130102011010,459
61130103132021,152
61130102042010,0
61130102034007,0
61130102034015,41
61130111021006,328
61130115002093,0
61130111032006,259
61130105052046,113
61130111031010,66
61130102043012,162
61130115002010,15
61130106051001,667
61130106091005,68
61130104011012,19
61130112071000,10
61130102042012,0
61130101031013,276
61130109013003,123
61130112071033,8
61130112092000,353
61130107014038,31
61130106022001,38
61130105101005,157
61130114001089,0
61130112083014,0
61130105122002,63
61130112083009,33
61130112083064,0
61130104021005,54
61130113041005,55
61130112071015,31
61130113012032,0
61130102044003,116
61130101031009,69
61130113011013,26
61130114002110,7
61130112043012,47
61130102031009,51
61130102031012,88
61130106072003,81
61130112083116,0
61130112071004,60
61130114001016,40
61130108003009,176
61130108002029,0
61130112042007,87
61130115005019,12
61130110022000,191
61130114002039,77
61130108001003,45
61130109013000,177
61130112083006,48
61130107032014,59
61130111023000,247
61130104021006,72
61130114002076,4
61130105052012,0
61130102042013,73
61130111031007,59
61130102041007,149
61130103103000,93
61130105082007,114
61130103131011,108
61130105012020,0
61130101032009,47
61130113011039,12
61130106084011,846
61130106052004,91
61130105011012,1
61130113031026,41
61130102012005,39
61130114002079,12
61130108002005,38
61130115001004,0
61130105052004,11
61130109023027,3
61130112101004,56
61130109021009,90
61130110022006,39
61130114001039,0
61130115002069,0
61130105051011,10
61130111012002,81
61130112083068,0
61130105011000,0
61130110013030,76
61130110021011,45
61130112083057,0
61130102012030,0
61130113022000,0
61130115003020,33
61130103101009,54
61130112072022,74
61130111011016,70
61130114001044,0
61130114002050,0
61130101021060,18
61130115005030,7
61130101041007,218
61130109023006,313
61130110011000,257
61130107012003,213
61130109021000,125
61130106081003,46
61130114001090,6
61130113012006,15
61130102011047,45
61130103132017,85
61130101021051,64
61130106022002,79
61130114002014,16
61130104011034,15
61130106081008,59
61130112083007,0
61130106092008,0
61130113031029,41
61130113011051,1
61130102043008,42
61130102012004,25
61130111012018,0
61130103151017,0
61130112031011,28
61130109013010,71
61130112091005,35
61130103132025,165
61130107011010,28
61130112083113,14
61130112091008,156
61130102043001,0
61130110011012,272
61130111011012,58
61130103102001,0
61130113041011,55
61130105052045,47
61130112082021,28
61130106051014,104
61130112111000,239
61130113012042,260
61130112041021,75
61130108002013,15
61130106091002,301
61130106084004,169
61130115002018,30
61130115002047,7
61130107031001,273
61130112111001,181
61130104022000,112
61130112071005,60
61130109022002,124
61130113012001,1
61130105052038,107
61130113023017,54
61130112082024,169
61130112083060,0
61130102034005,0
61130111021002,74
61130112102003,56
61130101033004,157
61130113031015,114
61130107031005,0
61130112032008,117
61130110023002,56
61130113011055,11
61130103141016,76
61130113012033,0
61130109023025,40
61130115002016,8
61130105012025,0
61130114001085,23
61130115005011,35
61130104022016,261
61130109011001,44
61130102033003,181
61130107041009,82
61130107041003,150
61130101033017,187
61130101033006,151
61130113011034,8
61130104012002,139
61130115002020,12
61130106071004,38
61130106083003,89
61130114003070,66
61130113012043,52
61130112072014,213
61130113041016,39
61130115002081,18
61130108002001,51
61130106084008,0
61130103141011,51
61130115002063,0
61130104021023,183
61130112032000,48
61130107041020,46
61130109011011,94
61130105052022,0
61130106025005,89
61130113011037,2
61130113031013,44
61130115002012,11
61130102011012,397
61130112083104,0
61130106023005,170
61130106023008,0
61130106021001,56
61130112083040,0
61130111031002,0
61130103122005,157
61130112041020,55
61130114002109,5
61130109012000,31
61130111022001,71
61130104011089,0
61130103151005,0
61130109022007,57
61130104022004,125
61130112071025,33
61130106102015,44
61130107031002,47
61130102034014,139
61130103151019,0
61130115001042,0
61130102034033,0
61130103123001,66
61130101021043,64
61130112082011,34
61130106051010,47
61130114003066,17
61130112071002,31
61130114003036,12
61130113041015,11
61130105121008,72
61130112072016,135
61130112071022,0
61130113012037,13
61130113012020,0
61130101043001,101
61130102034013,0
61130109023024,103
61130113011019,6
61130102031007,0
61130112083110,0
61130115002077,0
61130102012022,22
61130112071010,17
61130114003035,16
61130108001007,25
61130114001032,0
61130113012044,46
61130102044004,120
61130106051000,0
61130106074003,23
61130110011017,86
61130110021001,25
61130103101013,206
61130113041002,76
61130102034008,0
61130101051008,30
61130104011044,6
61130115005053,8
61130115003035,29
61130105052035,0
61130111011004,29
61130111012019,127
61130109022009,105
61130114001010,127
61130104021038,0
61130102034006,0
61130112031000,70
61130103121004,56
61130106091004,43
61130107041008,105
61130105011001,1132
61130103151010,76
61130112041023,35
61130106051015,226
61130112083082,0
61130112071029,0
61130105012009,0
61130113011064,78
61130110023010,68
61130108002011,88
61130115001026,46
61130115002023,0
61130102031011,66
61130113011009,23
61130103102014,70
61130105011011,1
61130115001029,102
61130113021005,47
61130112071011,33
61130105052011,18
61130103131013,194
61130102011023,21
61130112092003,95
61130105011007,10
61130112081026,245
61130103151027,0
61130105012008,549
61130106084005,34
61130112102011,69
61130102011026,0
61130104022003,50
61130105052000,2
61130104021032,0
61130112041006,29
61130102034025,68
61130106111010,234
61130115001038,8
61130115004011,35
61130112041012,75
61130114002030,24
61130101051003,0
61130104014008,0
61130115002089,9
61130109021005,0
61130112083051,0
61130106101010,208
61130114003038,2
61130113031007,18
61130105051005,0
61130105053002,72
61130101043003,97
61130103141013,141
61130102011032,0
61130106101012,0
61130108001016,43
61130115001010,0
61130112083061,0
61130114001095,0
61130104011078,0
61130115002101,3
61130112102016,78
61130105132003,102
61130112072005,0
61130113012034,20
61130112083099,0
61130102043015,58
61130103101008,48
61130107033006,253
61130112042016,58
61130112083035,0
61130105051015,4
61130110021000,84
61130112071013,22
61130103141023,84
61130112082007,46
61130111022004,79
61130110013016,48
61130114001001,0
61130108002028,0
61130106051021,51
61130106081009,50
61130113011026,21
61130115005024,7
61130115004023,31
61130115002061,2
61130111012011,33
61130104011003,72
61130114001025,0
61130115002040,0
61130115002099,14
61130112043001,15
61130114001083,0
61130114001058,0
61130109012005,92
61130107041013,44
61130103102010,38
61130107014005,0
61130112083093,8
61130107013011,25
61130109013008,94
61130103103004,50
61130107041000,487
61130115005008,51
61130105122000,406
61130106102001,432
61130112091011,49
61130101051012,55
61130109013023,14
61130114002059,0
61130101021034,0
61130112072003,4
61130102011001,13
61130110011015,205
61130107041010,80
61130107014030,47
61130105051006,12
61130112083123,109
61130112083086,0
61130113041010,0
61130105092005,55
61130102011028,12
61130102011046,104
61130102011063,26
61130105092008,68
61130103122000,0
61130112042006,68
61130104022012,167
61130106081000,0
61130110013031,30
61130113021017,49
61130103132011,66
61130103141017,68
61130110013013,124
61130103101015,68
61130115003026,36
61130112091002,0
61130115003008,123
61130111011024,37
61130111011015,42
61130114003012,12
61130101021026,0
61130101031005,49
61130101031006,44
61130114002084,0
61130105011016,0
61130107011014,68
61130105052007,0
61130105112004,472
61130109021004,219
61130112101002,96
61130110011005,51
61130108002027,0
61130111021001,187
61130101041008,63
61130114001050,0
61130107014006,0
61130101042004,32
61130105011006,0
61130113011060,0
61130105051009,29
61130106101007,40
61130106083006,32
61130114002115,25
61130105051003,129
61130112071037,9
61130110013032,31
61130109011010,67
61130103102018,49
61130101041003,105
61130102041001,83
61130109013021,55
61130112083050,0
61130112102009,69
61130115001017,18
61130106074005,64
61130115002038,6
61130112111005,82
61130103101010,123
61130114001041,0
61130109022019,0
61130103132023,89
61130112082027,130
61130102041004,184
61130102012018,37
61130102043007,135
61130102011054,61
61130101033012,105
61130104011056,31
61130108003021,46
61130104021024,321
61130104011011,51
61130112032001,64
61130110011008,63
61130114003040,12
61130112081015,0
61130115004018,7
61130104011075,9
61130105081002,45
61130115003021,25
61130115002082,0
61130115002057,5
61130111032005,0
61130112083078,0
61130114002021,0
61130102011008,0
61130112111009,305
61130112111002,121
61130109022008,387
61130109013024,66
61130110013002,37
61130110023001,40
61130104021029,40
61130101051018,75
61130101051027,62
61130101051028,17
61130103151014,85
61130113021008,34
61130112082015,57
61130115003014,24
61130114003065,20
61130112083029,0
61130114002087,0
61130114002113,42
61130115003023,36
61130112102013,0
61130113041018,167
61130112071028,15
61130111032009,175
61130115002025,6
61130106052000,648
61130113021011,193
61130110023021,81
61130112041022,44
61130106092010,212
61130113023007,46
61130112091010,257
61130114001078,0
61130104011022,24
61130115002031,0
61130112101003,24
61130102042016,40
61130114002061,8
61130114001028,0
61130112072011,10
61130107014028,0
61130106071009,142
61130113012036,51
61130112072021,48
61130102043014,31
61130103122011,275
61130103151030,66
61130112081007,94
61130112081012,237
61130106111011,56
61130106102002,55
61130106072000,112
61130112043009,281
61130101032010,330
61130115002058,3
61130112083103,0
61130112102004,119
61130105012005,373
61130113041021,0
61130106051008,163
61130104013007,128
61130105122004,195
61130105051010,28
61130113023005,56
61130101021001,0
61130101033003,92
61130108003017,12
61130106083005,36
61130113011014,7
61130104011084,15
61130110023009,95
61130107011015,78
61130107011002,36
61130104013006,205
61130113011003,0
61130105052017,13
61130112081009,99
61130113011036,2
61130112083046,0
61130105111000,800
61130112083058,0
61130113021001,9
61130110022009,53
61130114002006,0
61130105132000,367
61130104011030,14
61130114002020,27
61130104011072,28
61130101032006,122
61130110011003,39
61130101021030,0
61130111032004,88
61130112043003,89
61130115004007,38
61130103104003,85
61130101051021,226
61130108002033,7
61130115005003,0
61130114003006,90
61130107033000,497
61130115003013,48
61130115005054,12
61130101051002,32
61130101051017,38
61130103121017,107
61130101043007,150
61130101031001,97
61130115001025,40
61130108001015,57
61130101021006,0
61130104011014,0
61130114002028,27
61130114002041,0
61130105132001,60
61130105122008,80
61130104021025,51
61130104011083,0
61130114003043,5
61130107011005,92
61130102042009,55
61130102012024,32
61130112083037,21
61130112083095,0
61130113011029,16
61130112042003,60
61130112083008,9
61130103141009,63
61130112082010,505
61130104021009,10
61130104011039,19
61130104011064,0
61130109013017,17
61130115003001,79
61130115002070,0
61130102031005,0
61130108002031,40
61130111012000,10
61130111012012,0
61130107034001,29
61130104011054,49
61130101051011,93
61130101051006,35
61130114002122,2
61130103122009,119
61130104014021,0
61130108002021,87
61130114003032,5
61130107014020,6
61130114002075,0
61130102011055,29
61130113011020,0
61130105092007,67
61130104021016,49
61130103141021,46
61130105111004,131
61130114003047,0
61130107041002,118
61130113023012,163
61130109012003,67
61130105052006,0
61130102043009,57
61130107013008,19
61130107014004,38
61130105103001,0
61130113011058,5
61130104022005,36
61130102011049,26
61130101051005,48
61130103122001,92
61130110013012,55
61130102011044,33
61130103102003,0
61130106023004,141
61130106092005,57
61130107013004,15
61130115004022,21
61130105052030,0
61130103101011,118
61130114001093,1
61130103121013,29
61130110013003,28
61130107033002,79
61130111032007,121
61130110012007,220
61130102043002,0
61130105011014,0
61130104012004,41
61130114003067,22
61130101041017,451
61130105051000,0
61130102034026,0
61130114001057,0
61130115003005,58
61130106101008,44
61130110023016,41
61130101021023,32
61130104011037,12
61130102042006,111
61130114002057,0
61130104013005,508
61130104014023,3
61130108001005,35
61130113031002,46
61130104021003,87
61130112083101,18
61130114002024,18
61130112042001,372
61130103141008,72
61130114001013,72
61130107012009,230
61130114002025,17
61130106022017,52
61130104011055,19
61130105092009,44
61130104011033,3
61130109023002,64
61130115004009,46
61130103122010,117
61130102034035,0
61130101021035,0
61130112042004,75
61130114002040,0
61130113041000,0
61130109022004,148
61130105012010,25
61130106072002,72
61130103102013,99
61130103103008,57
61130115003000,289
61130109023001,54
61130114001036,0
61130103103001,61
61130113041017,369
61130115003033,139
61130104013000,87
61130106081006,68
61130114003062,39
61130112072015,0
61130113012008,0
61130107032001,80
61130102044001,104
61130112083000,0
61130106022011,55
61130113021009,124
61130106052002,182
61130102043005,204
61130108002009,42
61130114003013,0
61130113011063,191
61130115005033,0
61130112081004,46
61130112043020,66
61130106073001,21
61130102031010,471
61130105012003,166
61130104014011,613
61130102012026,49
61130110023012,48
61130114003028,0
61130103141018,42
61130111012001,111
61130105012017,0
61130107013016,32
61130115001044,0
61130115005022,0
61130114002080,186
61130102042001,39
61130109012001,95
61130112083094,0
61130115003004,58
61130102011017,57
61130107011001,54
61130112083038,0
61130112082022,157
61130112083084,0
61130101031003,69
61130106051009,50
61130105102003,26
61130113012002,0
61130113041006,45
61130112041017,54
61130113011049,6
61130105053010,73
61130105122010,55
61130112071021,0
61130102032008,335
61130113031034,35
61130109013022,33
61130104012003,297
61130103104010,92
61130113011012,0
61130103141015,56
61130103141002,30
61130111022005,79
61130114001029,0
61130111011007,0
61130112083005,3
61130106074004,0
61130114001007,0
61130112102007,72
61130111012013,54
61130115002045,0
61130112071012,5
61130112071036,0
61130104021001,24
61130105012006,0
61130115002064,1
61130113012018,0
61130107014034,64
61130105103005,474
61130102011027,29
61130101033005,137
61130112041014,47
61130109023007,54
61130108003006,0
61130112043010,33
61130112071019,50
61130114002078,0
61130112071035,28
61130107014018,0
61130104013002,0
61130112043015,152
61130102011069,19
61130103101006,105
61130110021010,32
61130111012003,74
61130102011006,49
61130101044008,0
61130112091012,61
61130105092001,0
61130104014033,8
61130109023029,47
61130106102000,41
61130114001098,0
61130112072010,79
61130104021017,0
61130114002026,17
61130105052056,0
61130102032004,151
61130106025001,387
61130108002007,80
61130105011009,0
61130103122008,57
61130104014035,128
61130105012022,0
61130109023013,51
61130107032015,66
61130109013014,293
61130114003029,7
61130103131015,112
61130115002072,2
61130113041019,44
61130103132003,146
61130105051019,0
61130112072018,38
61130112111008,57
61130106101006,0
61130112041005,28
61130108001004,50
61130112102000,65
61130114003020,0
61130114001024,0
61130115004000,303
61130112071008,86
61130112081017,141
61130105104002,39
61130108003026,0
61130104021015,6
61130103122013,86
61130110012010,123
61130112032015,47
61130107011000,0
61130101042000,67
61130112092001,48
61130106051020,34
61130115001012,0
61130101032005,247
61130106102010,43
61130115004013,54
61130111012006,35
61130114001038,9
61130110011009,52
61130113023018,370
61130109012004,82
61130105012012,0
61130106083004,43
61130107013014,33
61130105011010,12
61130103104000,937
61130106084006,15
61130101021053,20
61130114002123,20
61130113012031,10
61130112083023,17
61130112031017,39
61130102041005,194
61130105121000,1215
61130103104009,75
61130114002066,0
61130111031001,442
61130114002043,55
61130103121019,40
61130103121020,46
61130106051011,53
61130102042014,30
61130108003013,0
61130106052005,44
61130109011014,66
61130114003050,8
61130112081018,33
61130112043005,95
61130102034021,0
61130106025000,185
61130102012003,49
61130102031000,42
61130107012001,62
61130105052042,80
61130103103010,59
61130114001059,0
61130110023005,32
61130102011016,42
61130114002077,0
61130113023020,81
61130110023013,37
61130106092006,114
61130115003018,157
61130114001040,0
61130107011007,88
61130111011008,19
61130104011053,45
61130114001053,0
61130114002117,0
61130104014005,0
61130112081021,307
61130102033002,282
61130105101003,0
61130112083015,0
61130104011067,11
61130112032002,98
61130106083002,300
61130106091000,169
61130113031022,25
61130112043014,562
61130112102010,168
61130112071031,0
61130110021006,43
61130108001014,26
61130112071039,0
61130103132009,298
61130102011050,29
61130112083087,0
61130103102016,88
61130103132006,82
61130110013000,93
61130102011036,0
61130105052044,0
61130115001046,0
61130113011005,72
61130114002103,16
61130113031008,63
61130103121016,99
61130107014016,0
61130105051020,0
61130106051019,52
61130103132007,113
61130115005007,20
61130115005012,98
61130115005035,0
61130115004021,23
61130111012007,33
61130104011004,0
61130114002012,0
61130102042000,30
61130115001011,39
61130104022018,118
61130103102015,113
61130113023006,49
61130107011009,23
61130101021008,0
61130113031021,74
61130106101003,51
61130112072001,13
61130113031031,30
61130113012046,36
61130102041002,87
61130101043002,90
61130104012000,341
61130101051023,31
61130114001081,10
61130112111004,299
61130112092014,58
61130101044002,0
61130114002049,0
61130101021054,0
61130114003034,22
61130114003058,58
61130114001087,12
61130114003015,5
61130113011027,13
61130109011002,303
61130112043002,23
61130102043020,72
61130110012003,608
61130105052047,55
61130106084000,0
61130104022006,96
61130112032004,84
61130112071006,21
61130112043013,319
61130102034000,0
61130106102011,94
61130107013015,62
61130114001051,0
61130115003036,45
61130112031001,114
61130107014001,0
61130107012008,56
61130103141005,80
61130106071008,86
61130105012014,0
61130104014013,0
